product,category
Yale 2L-21/2-CH 64mm Brass effect Metal 2 lever Sashlock,Door locks & latches
"Yale Brass effect Deadlock Night latch, (H)90mm (W)90mm",Door locks & latches
Yale P-M236-CH-63 64mm Polished Chrome effect Metal 2 lever Sashlock,Door locks & latches
"Yale Steel Multipoint lock, (L)1550mm (W)16mm",Door locks & latches
"Yale Platinum Nickel-plated Brass Single Euro Thumbturn Cylinder lock, (L)70mm",Door locks & latches
"Colours Lannion Satin Stainless steel Bathroom Turn & release lock (Dia)53mm, Pair",Door locks & latches
Yale PM246 2.5P 64mm Chrome effect Metal 2 lever Sashlock,Door locks & latches
Chrome-plated Brass Barrel N234 Door bolt (L)50mm (W)25mm,Door locks & latches
B&Q Chrome effect Metal Tubular Mortice latch (L)64mm,Door locks & latches
"Smith & Locke Nickel effect Brass Single Euro Thumbturn Cylinder lock, (L)70mm (W)33mm",Door locks & latches
Smith & Locke Grey Zinc alloy 4-6 digit Push-button lock,Door locks & latches
Colours Jaslo Polished Chrome effect Zamak Bathroom Turn & release lock (Dia)52mm,Door locks & latches
"Smith & Locke TT4004 Polished Chrome effect Zinc alloy Door guard, (L)108mm",Door locks & latches
Yale Polished Chrome effect Metal Tubular Mortice latch (L)64mm,Door locks & latches
"Yale Polished Chrome effect Metal Tubular Mortice latch (L)64mm, Pack of 3",Door locks & latches
Yale Polished Brass effect Metal Tubular Mortice latch (L)64mm,Door locks & latches
"Yale Platinum Nickel-plated Brass Single Euro Cylinder lock, (L)70mm",Door locks & latches
"Patlock White Keyless ratchet French door lock, (H)65mm (W)390mm",Door locks & latches
"B&Q Satin Nickel effect Metal Tubular Mortice latch (L)64mm, Pack of 3",Door locks & latches
"Yale 43mm Black Metal Rim lock, (H)104mm (L)156mm",Door locks & latches
Yale PM5502.5IN 64mm Chrome effect Metal 5 lever Sashlock,Door locks & latches
"Yale Satin Nickel-plated Single Euro Cylinder lock, (L)100mm (W)29mm",Door locks & latches
Yale Polished Chrome effect Metal Tubular Mortice latch (L)76mm,Door locks & latches
"Smith & Locke Nickel effect Brass Single Euro Cylinder lock, (L)100mm (W)33mm",Door locks & latches
Yale 2L-21/2-CH 64mm Brass effect Metal 2 lever Sashlock,Door locks & latches
"Yale Brass effect Deadlock Night latch, (H)90mm (W)90mm",Door locks & latches
"Flooring Grey Plain Scraper mat, 60cm x 40cm",Door mats
Bromberg Geometric Grey & white Rug 120cmx80cm,Door mats
Abaseen Grey 60x80 cm Door Mat Heavy Duty Indoor Outdoor,Door mats
Mud Stopper Chadderton Doormat Rubber Mat Non-Slip 40 x 120cm - Large Rectangles,Door mats
"XXL Utility Grey Ribbed Mat, 120cm x 80cm",Door mats
"Multicolour Printed tile design vinyl mat Barrier mat, 79cm x 49cm",Door mats
"Grey Plain Barrier mat, 80cm x 50cm",Door mats
"Natural Boucle Heavy duty Scraper mat, 60cm x 90cm",Door mats
"Colours Harrieta Black & white Diamond Door mat, 75cm x 45cm",Door mats
"Multi Christmas Houses Door mat, 57cm x 40cm",Door mats
"Diall Black Honeycomb Scraper mat, 70cm x 40cm",Door mats
"GoodHome Kebir Natural Scraper mat, 40cm x 60cm",Door mats
Cast Iron Combination Outdoor Garden Boot Brush Jack &  Scraper,Door mats
"Diall Natural Rectangular Door mat, 110cm x 80cm",Door mats
"GoodHome Kebir Natural Heart Scraper mat, 40cm x 60cm",Door mats
Heavy Duty Non-Slip Door Entrance Hallway Outdoor Rubber Kitchen Catering Mat - 40 x 60cm,Door mats
"Diall Natural Rectangular Door mat, 70cm x 40cm",Door mats
Abaseen Grey 80x120 cm Door Mat Heavy Duty Indoor Outdoor,Door mats
Abaseen Grey 90x150 cm Door Mat Heavy Duty Indoor Outdoor,Door mats
"Diall Grey Rectangular Door mat, 75cm x 45cm",Door mats
"GoodHome Kebir Natural Scraper mat, 60cm x 90cm",Door mats
Abaseen Grey 120x180 cm Door Mat Heavy Duty Indoor Outdoor,Door mats
"Diall Beige Rectangular Door mat, 80cm x 50cm",Door mats
"JVL Granite Plain Coir Door Mat with Rubber Base, 40 x 70 cm",Door mats
"GoodHome Garcinia Gloss white integrated handle Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Balsamita Matt grey slab Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Stevia Gloss white slab Drawer front (W)600mm, Pack of 3",Drawer fronts
"GoodHome Alpinia Matt ivory painted wood effect shaker Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Stevia Gloss white slab Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Stevia Gloss white slab Drawer front (W)800mm, Pack of 3",Drawer fronts
GoodHome Artemisia Matt dark green shaker Highline Cabinet door (W)150mm (H)715mm (T)18mm,Drawer fronts
"GoodHome Stevia Gloss cream slab Drawer front (W)600mm, Pack of 3",Drawer fronts
"GoodHome Stevia Gloss white slab Multi drawer front (W)400mm, Pack of 4",Drawer fronts
"GoodHome Stevia Gloss cream slab Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Alpinia Oak effect shaker Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Stevia Gloss anthracite slab Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Alpinia Matt white tongue & groove shaker Drawer front (W)800mm, Pack of 3",Drawer fronts
"GoodHome Artemisia Matt dark green shaker Drawerline door & drawer front, (W)400mm (H)715mm (T)18mm",Drawer fronts
"GoodHome Artemisia Matt graphite classic shaker Drawer front (W)500mm, Pack of 3",Drawer fronts
"GoodHome Stevia Matt sandstone slab Drawer front (W)600mm, Pack of 3",Drawer fronts
"GoodHome Artemisia Matt graphite classic shaker Drawer front (W)600mm, Pack of 3",Drawer fronts
GoodHome Balsamita Matt grey slab Multi drawer front (W)500mm,Drawer fronts
"GoodHome Garcinia Gloss white integrated handle Drawer front (W)500mm, Pack of 4",Drawer fronts
"GoodHome Stevia Gloss white slab Multi drawer front (W)500mm, Pack of 4",Drawer fronts
"GoodHome Balsamita Matt white slab Drawer front (W)500mm, Pack of 3",Drawer fronts
GoodHome Soto Soft-close Deep drawer box (W)300mm,Drawer fronts
GoodHome Soto Internal drawer front (W)300mm,Drawer fronts
GoodHome Balsamita Matt white slab Multi drawer front (W)500mm,Drawer fronts
DeWalt XR 18V 2 x 2Ah Li-ion Brushless Cordless Combi drill DCD795D2-GB,Drills
DeWalt XR 18V 2 x 1.5Ah Li-ion Cordless Combi drill DCD776S2T-GB,Drills
Ryobi ONE+ 18V 2 x 1.5Ah Li-ion Brushed Cordless Combi drill R18PD3-215SK,Drills
DeWalt XR 18V 1 x 1.3Ah Li-ion Brushed Cordless Combi drill DCD776C1-GB,Drills
Makita 18V 2 x 3.0Ah Li-ion Brushed Cordless Combi drill DHP453F001,Drills
Bosch 18V 2 x 2.0Ah Li-ion Cordless Combi drill EasyImpact 18V-40,Drills
MYLEK 18V Cordless Drill Li-ion Electric Driver Set With 131 DIY Accessory Set,Drills
Bosch Power for All 18V 1 x 2.0Ah Li-ion Cordless Drill driver EasyDrill 18V-40,Drills
Ryobi ONE+ 18V 2 x 2Ah Li-ion Brushless Cordless Combi drill R18PD5-220S,Drills
Bosch 18V 2 x 2.0Ah Li-ion Cordless Combi drill UniversalImpact 18V-60,Drills
DeWalt 240V 650W Corded Hammer drill DWD024K-GB,Drills
Erbauer 240V 1500W Corded SDS+ drill ERH1500,Drills
Bosch 701W Corded Hammer drill UniversalImpact 700,Drills
Bosch 18V 1 x 2.0Ah Li-ion Cordless Combi drill EasyImpact 18V-40,Drills
Ryobi ONE+ 18V One+ Cordless Drill driver R18DDP2-0 - Bare unit,Drills
DeWalt 18V 2 x 1.5Ah Li-ion Brushless Cordless Combi drill DCD778S2T-BQGB,Drills
Black+Decker 18V 1 x 2Ah Li-ion Brushed Cordless Combi drill KFBCD701D1K,Drills
Erbauer 12V 2 x 2Ah Li-ion Cordless Drill driver EDD12-Li-2,Drills
Mylek 18V Cordless Li-ion Drill And 13 Piece Accessory  Set,Drills
Mac Allister 240V 750W Corded SDS+ drill MRH750,Drills
Makita LXT 18V 2 x 3Ah Li-ion Brushless Cordless Combi drill DHP485SFE,Drills
MYLEK 18V Cordless Li-ion Drill And Screwdriver Set With 13 Piece Accessory Kit,Drills
Makita LXT 18V LXT Cordless SDS+ drill DHR202Z Bare unit,Drills
Mac Allister 240V 1500W Corded Percussion drill MSRH1500-A,Drills
"3M Disposable dust mask 8812, Pack of 3",Dust masks & filters
"3M Disposable dust mask 8822, Pack of 3",Dust masks & filters
"Site P2 Valved Disposable dust mask SRE436, Pack of 2",Dust masks & filters
GVS Reusable respiratory mask SPR501,Dust masks & filters
JSP Reusable respiratory mask,Dust masks & filters
Site SRE455 Reusable Half respiratory mask,Dust masks & filters
"Grande FFP1 Unvalved Disposable dust mask CDN3S-P1, Pack of 2",Dust masks & filters
JSP Reusable eye & respiratory combi kit Filterspec® Pro with FFP3 Mask,Dust masks & filters
JSP 4201 Reusable eye & respiratory combi kit,Dust masks & filters
3M Reusable respiratory mask 4279,Dust masks & filters
"Site P2 Valved Disposable dust mask SRE445, Pack of 2",Dust masks & filters
"Site P1 Unvalved Disposable dust mask SRE435, Pack of 2",Dust masks & filters
"Site P3 Valved Disposable dust mask SRE437, Pack of 2",Dust masks & filters
JSP Disposable dust mask 4101,Dust masks & filters
JSP Disposable dust mask Olympus® 800 Series,Dust masks & filters
"P1 Unvalved Disposable dust mask SRE444, Pack of 2",Dust masks & filters
"Site P3 Valved Disposable dust mask SRE446, Pack of 2",Dust masks & filters
JSP Respiratory filter,Dust masks & filters
"3M Aura Disposable dust mask 9322+, Pack of 2",Dust masks & filters
"JSPRespiratory filter,of1",Dust masks & filters
Site Yellow Polyester (PES) & polypropylene (PP) Face shield & guard,Dust masks & filters
"Grande FFP3 Valved Disposable dust mask CDN-P3, Pack of 2",Dust masks & filters
"3M P2 Valved Disposable dust mask 8822, Pack of 10",Dust masks & filters
"Grande FFP2 Unvalved Disposable dust mask CDN3S-P2, Pack of 2",Dust masks & filters
"GoodHome Kabsa Gloss Granite effect Black Worktop edging tape, (L)3m",Edging & strips
"GoodHome Berberis Matt Black Worktop edging tape, (L)3m",Edging & strips
"GoodHome Kabsa Matt Wood effect Worktop edging tape, (L)3m",Edging & strips
"Stone effect Dark stone Worktop edging tape, (L)2.4m",Edging & strips
"GoodHome Berberis Matt White Worktop edging tape, (L)3m",Edging & strips
"GoodHome KABSA Concrete effect Dark Grey Worktop edging strip, (L)3m",Edging & strips
"GoodHome Algiata Stone effect Grey Worktop edging tape, (L)3m",Edging & strips
"GoodHome Berberis Travertine effect Grey Worktop edging tape, (L)3m",Edging & strips
"GoodHome Kala Matt Stone effect White Worktop edging tape, (L)3m",Edging & strips
"GoodHome Berberis Granite effect Black Worktop edging tape, (L)3m",Edging & strips
"GoodHome Algiata Terrazzo effect Grey Worktop edging tape, (L)3m",Edging & strips
"GoodHome KALA Walnut effect Brown Worktop edging strip, (L)3m",Edging & strips
"White Worktop edging tape, (L)2.4m",Edging & strips
Splashwall Alloy Anthracite Aluminium Worktop end cap (H)600mm,Edging & strips
"GoodHome Kala Wood effect Honey oak Worktop edging tape, (L)3m",Edging & strips
"GoodHome Algiata Stone effect White Worktop edging tape, (L)3m",Edging & strips
Diall Aluminium & paper White Joining Tape (L)30m (W)50mm,Edging & strips
"GoodHome Berberis Gloss Sparkle effect White Worktop edging tape, (L)3m",Edging & strips
"GoodHome Kabsa Matt Wood effect Rustic Worktop edging tape, (L)3m",Edging & strips
"GoodHome Algiata Marble effect Cancata Worktop edging tape, (L)3m",Edging & strips
"Oak effect Brown Worktop edging tape, (L)2.4m",Edging & strips
"GoodHome Algiata Matt Marble effect Grey Worktop edging tape, (L)3m",Edging & strips
"GoodHome Kala Matt Concrete effect Grey Worktop edging tape, (L)3m",Edging & strips
"GoodHome Kala Wood effect Worktop edging tape, (L)3m",Edging & strips
"JG Speedfit Push-fit 90° Pipe elbow (Dia)15mm, Pack of 10",Elbows
"Solder ring 90° Pipe elbow (Dia)15mm, Pack of 10",Elbows
Plumbsure Compression 90° Pipe elbow (Dia)15mm,Elbows
"Flomasta 90° Pipe elbow (Dia)15mm, Pack of 10",Elbows
Plumbsure Compression 90° Pipe elbow (Dia)15mm,Elbows
Plumbsure Compression 90° Pipe elbow (Dia)22mm,Elbows
"Plumbsure Push-fit 90° Pipe elbow (Dia)15mm, Pack of 5",Elbows
Plumbsure Compression 90° Pipe elbow (Dia)15mm,Elbows
Solder ring Obtuse Pipe elbow (Dia)15mm,Elbows
Plumbsure Push-fit 90° Pipe elbow,Elbows
"Plumbsure Compression 90° Pipe elbow (Dia)15mm, Pack of 10",Elbows
JG Speedfit Push-fit 90° Wallplate Pipe elbow (Dia)15mm,Elbows
JG Speedfit Push-fit 90° Equal Pipe elbow (Dia)22mm,Elbows
JG Speedfit Push-fit 90° Pipe elbow,Elbows
"JG Speedfit Push-fit 90° Pipe elbow (Dia)22mm(Dia)22mm, Pack of 5",Elbows
Plumbsure Compression 90° Wallplate Pipe elbow (Dia)15mm,Elbows
Flomasta 90° Pipe elbow (Dia)15mm,Elbows
"End feed 90° Pipe elbow (Dia)15mm, Pack of 20",Elbows
"End feed 90° Pipe elbow (Dia)22mm, Pack of 10",Elbows
Flomasta Push-fit 90° Reducing Wallplate Elbow valve (Dia)15mm,Elbows
"Solder ring 90° Pipe elbow (Dia)22mm, Pack of 10",Elbows
"Plumbsure Compression 90° Pipe elbow (Dia)22mm, Pack of 5",Elbows
JG Speedfit Push-fit 90° Pipe elbow (Dia)22mm,Elbows
Plumbsure Compression 90° Reducing Pipe elbow (Dia)22mm(Dia)15mm,Elbows
Be Modern Ashgrove Contemporary 2kW Matt White Electric Fire,Electric Fires
Lingga Contemporary 1.9kW Black Glass effect Electric Fire,Electric Fires
Contemporary 2kW Black Cast iron effect Electric Fire,Electric Fires
Focal Point Ebony Glass effect Electric Fire FPFBQ527,Electric Fires
Be Modern Ekon Contemporary 2kW Black Nickel effect Electric Fire,Electric Fires
Focal Point Blenheim 2kW Electric Fire,Electric Fires
Focal Point Blenheim 2kW Brass effect Electric Fire,Electric Fires
Adam Helios Electric Fire in Brushed Steel,Electric Fires
Focal Point Lulworth 2kW Brushed metal effect Electric Fire,Electric Fires
Rosedale 3D Media Wall Electric Fire - Small,Electric Fires
Be Modern Edana Modern 2kW Black Nickel effect Electric Fire,Electric Fires
Be Modern Kempton Modern 2kW Polished Black Nickel effect Electric Fire,Electric Fires
Focal Point Lexington Electric Fire FPFBQ606,Electric Fires
Be Modern Hagen Contemporary 2kW Black Chrome effect Electric Fire,Electric Fires
Focal Point Rivenhall Contemporary 2kW Gloss White Electric Fire,Electric Fires
Focal Point Rivenhall Contemporary 2kW Gloss Black Electric Fire,Electric Fires
Focal Point pasadena 1.5kW Glass effect Electric Fire,Electric Fires
Dimplex Opti-myst 2kW Black Electric Fire,Electric Fires
Dimplex Optiflame Contemporary 2kW Brass effect Electric Fire,Electric Fires
Be Modern Edana Modern 2kW Chrome effect Electric Fire,Electric Fires
Dimplex Zamora Black Chrome effect Electric Fire,Electric Fires
Be Modern Insito Modern 2kW Matt Black Glass effect Electric Fire,Electric Fires
Focal Point Pasadena 1.5kW Grey Electric Fire,Electric Fires
"Sureflame WM-9331 Electric Wall Mounted Fire with Remote in Black, 42 Inch",Electric Fires
"Triton Enrich White Electric Shower, 9.5kW",Electric showers
"Triton Enrich White Electric Shower, 8.5kW",Electric showers
"Triton T80 Easi-Fit+ White Electric Shower, 9.5kW",Electric showers
"Triton T80 Easi-Fit+ White Electric Shower, 10.5kW",Electric showers
"Mira Sprint White Electric Shower, 10.8kW",Electric showers
"Triton Enrich White Electric Shower, 10.5kW",Electric showers
"Mira Sprint White Electric Shower, 9.5kW",Electric showers
"Mira Sprint White Electric Shower, 8.5kW",Electric showers
"Triton Amala Black Electric Shower, 9.5kW",Electric showers
"Triton Amala Black Electric Shower, 8.5kW",Electric showers
"Mira Decor Dual Silver effect Electric Shower, 10.8kW",Electric showers
"Mira Sport Max Airboost White Chrome effect Electric Shower, 10.8kW",Electric showers
"Mira Sport Max Airboost White Electric Shower, 9kW",Electric showers
"Mira Decor Dual White Electric Shower, 10.8kW",Electric showers
"Triton T80EF+ DuElec Chrome effect Electric mixer Shower, 10.5kW",Electric showers
"Triton T80EF+ DuElec Chrome effect Electric mixer Shower, 9.5kW",Electric showers
"Triton Amala Dual Black Electric Shower, 9.5kW",Electric showers
"Triton Trance White Chrome effect Electric Shower, 9.5kW",Electric showers
"Triton T80 Easi-Fit+ White Electric Shower, 8.5kW",Electric showers
"Triton Enrich Black Electric Shower, 8.5kW",Electric showers
"Mira Go White Electric Shower, 8.5kW",Electric showers
"Mira Decor Silver effect Electric Shower, 8.5kW",Electric showers
"Triton Enrich Black Electric Shower, 10.5kW",Electric showers
"Mira Decor Black onyx Electric Shower, 9.5kW",Electric showers
Brother PTE110VP LCD Label printer,Electricians' tools & supplies
"Diall Multicolour Electrical Tape (L)10m (W)19mm, Pack of 5",Electricians' tools & supplies
"Diall Multicolour Electrical Tape (L)10m (W)15mm, Pack of 10",Electricians' tools & supplies
Diall Black Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
"Diall Multicolour Electrical Tape (L)33m (W)19mm, Pack of 5",Electricians' tools & supplies
MK White Conduit Tape (L)10m,Electricians' tools & supplies
Diall Black Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Diall White Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
Diall White Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Diall Blue Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Diall Red Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
Diall Red Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Brother TZE231 Label printer tape,Electricians' tools & supplies
Diall Blue Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
Diall Brown Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
Diall Brown Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Diall Multicolour Electrical Tape (L)33m (W)19mm,Electricians' tools & supplies
Diall Multicolour Electrical Tape (L)10m (W)19mm,Electricians' tools & supplies
Brother TZE631 Label printer tape,Electricians' tools & supplies
"Brother PTE550 Handheld Label Maker, QWERTY Keyboard",Electricians' tools & supplies
500 Moving Home Box Labels (50 Stickers Each) for Removals from Houses and Labels for Boxes,Electricians' tools & supplies
Furniture Upholstery DL7 Fire Safety Labels Green with String for Furniture and Chair Tying and Attachment (20 Pack),Electricians' tools & supplies
Tristar 32007TR Insertion tool,Electricians' tools & supplies
GoodHome Nantua Black Aluminium alloy Worktop end cap (H)38mm,End caps & joints
GoodHome Nantua Brushed Silver effect Aluminium alloy Worktop joint,End caps & joints
